,Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,Percent Fatalities,Survivors,Year,Month,Day,DayOfWeek,DayOfYear
538,1940-08-13,10:15,"Near Canberra, Australia",Military - Royal Australian Air Force,,Melbourne - Canberra,Lockheed Hudson A16-97,,,10.0,10.0,0.0,plane seen circling canberra aerodrome headed west make final approach landing aircraft momentarily disappeared behind one hills surround airport reappeared sound engines gunned aircraft disappeared explosion sight large plume black smoke followed board hudson killed including several high ranking australian military leaders witness later said aircraft appeared drop left wing dip nose steeply classisymptoms stall close ground recovery,100.0,0.0,1940,8,13,1,226
539,1940-08-23,,"Cluj, Romania",LARES,,,Douglas DC-3,YR-PAF,1986,18.0,14.0,0.0,crashed mountainous area hail storm,77.77777777777779,4.0,1940,8,23,4,236
540,1940-08-31,14:41,"Near Lovettsville, Virginia",Pennsylvania Central Airlines,19,Washington D.C. - Detroit,Douglas DC-3,NC21789,2188,25.0,25.0,0.0,aircraft flying thunderstorm turbulence nosed plunged earth near short hill mountain disabling pilots severe lightning discharge immediate neighborhood airplane resulting loss control limited accident investigation tools time likely cause plane flying windshear u senator ernest lundeen minnesota killed,100.0,0.0,1940,8,31,5,244
541,1940-10-29,,"Near Changyi, China",China National Aviation Corporation,,Chungking - Kunming,Douglas DC-2,NC14297,1369,14.0,9.0,0.0,shot japanese military fighters plane ran 5 japanese fighters made emergency landing remote field machine gunned trying escape,64.28571428571429,5.0,1940,10,29,1,303
542,1940-10-29,,"Berlin, Germany",Deutsche Lufthansa,,,Douglas DC-3,D-AAIH,1973,15.0,2.0,0.0,weather related,13.333333333333334,13.0,1940,10,29,1,303
543,1940-11-04,04:42,"Near Centerville, Utah",United Air Lines,16,Oakland - Salt Lake City,Douglas DC-3,NC16086,1925,10.0,10.0,0.0,aircraft crashed bountiful peak wasatch mountains snowstorm 3 nm ne centerville failure communications operators tintic plymouth salt lake city utah whose duty monitor range detect malfunctioning immediately notify concerned failure pilot follow fullest extent established radio range technique accordance requirements procedure established united approved civil aeronautics administration,100.0,0.0,1940,11,4,0,309
544,1940-11-08,,"Brauna, Germany",Deutsche Lufthansa,,,Junkers JU-90,D-AVMF,10,29.0,29.0,0.0,icing,100.0,0.0,1940,11,8,4,313
545,1940-11-09,,"Rio de Janeiro, Brazil",,,Rio de Janeiro - Sao Paulo,,,,18.0,18.0,0.0,midair collisioin private plane,100.0,0.0,1940,11,9,5,314
546,1940-11-27,,Mediterranean Sea,Air France,,,Farman F-224,F-AROA,2,6.0,6.0,0.0,shot italian aircraft,100.0,0.0,1940,11,27,2,332
547,1940-12-04,17:48,"Chicago, Illinois",United Air Lines,21,New York City - Chicago,Douglas DC-3A,NC25678,2175,16.0,10.0,0.0,aircraft crashed attempting land chicago failure pilot exercise degree caution skill required avert stall approaching landing short northwest runway substantial contributing factor accident error judgment pilot choosing short runway landing accumulation ice wings may increased stalling speed plane,62.5,6.0,1940,12,4,2,339
548,1941-01-15,,Off South Africa,LATI,,,Savoia-Marchetti SM-75,I-BAYR,32013,10.0,10.0,0.0,nan,100.0,0.0,1941,1,15,2,15
549,1941-01-18,,"Near Nagy-Varad, Hungary",Malert Airlines,,,Junkers JU-52/3m,HA-JUA,5523,12.0,12.0,0.0,nan,100.0,0.0,1941,1,18,5,18
550,1941-01-20,,"Near Kian, China",China National Aviation Corporation,,,Ford 5-AT Tri-Motor,,,6.0,5.0,0.0,crashed mountains thunderstorm,83.33333333333334,1.0,1941,1,20,0,20
551,1941-01-23,04:13,"Near Robertson, Missouri",Trans Continental and Western Air,6,"Kansas City, MO - New York",Douglas DC-3-3,NC17315,1930,13.0,2.0,0.0,shortly passing west boundary airport pilot started left turn turn plane contracted trees 113 feet level airport full power applied engines attempt pull trees struck pilot lost control aircraft crashed ground point approximately one fourth mile southwest airport boundary action pilot attempting landing adverse weather conditions disregard minimums prescribed civil aeronautics administration maneuvering landing dangerously low altitude,15.384615384615383,11.0,1941,1,23,3,23
552,1941-02-06,02:00,"Armstrong, ON, Canada",Trans Canada Air Lines,,,Lockheed 14-H2 Super Electra,CF-TCP,1501,12.0,12.0,0.0,plane crashed right wing struck tree pilot attempting land struck several trees landed inverted swamp,100.0,0.0,1941,2,6,3,37
553,1941-02-26,11:50,"Atlanta, Georgia",Eastern Air Lines,21,New York City -  Washington D.C. - Atlanta - Brownsville,Douglas DC-3,NC28394,3204,16.0,9.0,0.0,aircraft crashed hill pine woods near chandler field attempting make instrument landing approach rain fog failure captain charge flight exercise proper degree fare checking altimeters determine whether correctly set properly functioning commencing landing approach substantial contributing factor absence established uniform cockpit procedure eastern air lines captain co pilot required make complete check controls instruments landing operations captain edward rickenbacker president eastern air lines survived crash,56.25,7.0,1941,2,26,2,57
554,1941-03-01,,"Trontheim, Norway",Deutsche Lufthansa,,,Junkers JU-52/3m,D-AQUB,5751,12.0,3.0,0.0,seaplane crashed attemping land,25.0,9.0,1941,3,1,5,60
555,1941-03-28,,"Elands Bay, South Africa",South African Airways,,,Lockheed 18 Lodestar,ZS-AST,2034,10.0,10.0,0.0,crashed mountain,100.0,0.0,1941,3,28,4,87
556,1941-06-19,,"Bucharest, Romania",LARES,,"Bucharest , Romania- Sofia, Bulgaria",Douglas DC-3,YR-PIF,1985,15.0,15.0,0.0,crashed takeoff,100.0,0.0,1941,6,19,3,170
557,1941-06-21,,Sea of Japan,Manchurian Air Lines,,,Mitsubishi MC-20,M-604,,18.0,18.0,0.0,nan,100.0,0.0,1941,6,21,5,172
558,1941-08-10,20:35,"Arran, Scotland",Military -Royal Air Force,,,Consolidated LB-30A Liberator,AM261,,22.0,22.0,0.0,crashed mountain ridge rain low visibility overcast conditions navigational error,100.0,0.0,1941,8,10,6,222
559,1941-08-14,20:40,"Ayr, Scotland",Military - Royal Air Force,,,Consolidated LB-30A Liberator,AM260,,22.0,22.0,0.0,crashed burned takeoff heathfield airfield veered runway striking small building embankment,100.0,0.0,1941,8,14,3,226
560,1941-08-18,,"Near Sao Paulo, Brazil",Panair do Brasil,,Porto Alegre - Rio de Janera,Lockheed 18 LodeStar,PP-PBD,2083,12.0,8.0,0.0,crashed mountain range enroute,66.66666666666666,4.0,1941,8,18,0,230
561,1941-09-01,,"Bollemont, France",Air France,,,Bloch 220,F-AQNL,12,17.0,13.0,0.0,aircraft crashed lake bolomon engine failure takeoff,76.47058823529412,4.0,1941,9,1,0,244
562,1941-09-01,,"Campbeltown, Argyll, Scotland",British Overseas Airways,,,Consolidated 32-2 Liberator I,AM-915,,10.0,10.0,0.0,crashed hillside,100.0,0.0,1941,9,1,0,244
563,1941-10-03,17:48,"San Juan, Puerto Rico",Pan American World Airways,203,Miami - Buenos Aires,Sikorsky S-42B (flying boat),NC15376,4206,15.0,2.0,0.0,following approach aircraft contacted water unduly nose low attitude moving sideways relative water almost immediately first contact water aircraft swerved violently right broke several major sections failure captain exercise requisite caution skill landing contributing factor smooth surface water rendered difficult captain depth perception well exact determination lateral movement aircraft,13.333333333333334,13.0,1941,10,3,4,276
564,1941-10-28,,,Deutsche Lufthansa,,,Junkers JU-53/3m,D-AUXZ,7172,13.0,13.0,0.0,nan,100.0,0.0,1941,10,28,1,301
565,1941-10-30,02:04,"Near Moorhead, Minnesota",Northwest Orient Airlines,5,Minneapolis - Fargo,Douglas DC-3,NC21712,2124,15.0,14.0,0.0,crashed fog mist due icing wings pilot clarence bates thrown clear wreckage lone survivor accumulation ice wings surfaces airplane increasing stalling speed drag airplane power required maintain flight action captain descending attempt landing fargo known icing conditions critical ceiling conditions instead proceeding available alternate,93.33333333333331,1.0,1941,10,30,3,303
566,1941-10-30,22:10,"St. Thomas, Ontario, Canada",American Airlines,1,New York - Buffalo - Chicago - Detroit,Douglas DC-3,NC25663,2207,20.0,20.0,0.0,aircraft flight new york chicago circled wooded area 3 4 times looking landing spot stalling diving plowed field cause unknown,100.0,0.0,1941,10,30,3,303
567,1941-12-11,,"Miami, Florida",Pan American Airways,,,,NC21V,,3.0,3.0,0.0,nan,100.0,0.0,1941,12,11,3,345
568,1942-01-16,19:23,"Near Las Vegas, Nevada",Trans Continental and Western Air,3,Las Vegas - Los Angeles,Douglas DC-3,NC1946,3295,22.0,22.0,0.0,aircraft crashed mt potosi double peak table spring mountain olcott mountain 32 miles sw las vegas nv 15 minutes taking western airlines terminal building las vegas aircraft clipped rocky ledge cartwheeled face cliff exploded scattering wreckage bottom ravine actress carole lombard 33 mother press agent killed crash mother want fly coin tossed see whether trip would made train plane actress returning war bond promotion flight 6 7 miles course unknown reasons failure captain follow proper course make use navigation facilities available contributing factor blackout beacons area made necessary war emergency,100.0,0.0,1942,1,16,4,16
569,1942-01-20,,"Manado, Indonesia",Military - Royal Australian Air Force,,,Lockheed Hudson,A16-79,,11.0,11.0,0.0,nan,100.0,0.0,1942,1,20,1,20
570,1942-01-24,,"Near Samarinda, Borneo",KNILM,,,Douglas DC-3,PK-AFW,1982,13.0,11.0,0.0,shot japanese military aircraft,,2.0,1942,1,24,5,24
571,1942-01-26,,"Kupang, Timor",KNILM,,,Grumman G-21 Goose,PK-AFS,1081,13.0,11.0,0.0,shot japanese military aircraft,,2.0,1942,1,26,0,26
572,1942-01-30,,"Near Kupang, Timor",Qantas,,,Short S-23 (flying boat),G-AEUH,S-850,18.0,13.0,0.0,shot japanese military aircraft owned british overseas airways,72.22222222222221,5.0,1942,1,30,4,30
573,1942-02-14,,,China National Aviation Corporation,,,Douglas DC-2,45,,13.0,11.0,0.0,nan,,2.0,1942,2,14,5,45
574,1942-02-15,,"English Channel, near Plymouth, England",British Overseas Airways,,,Consolidated Liberator,G-AGDR,9,9.0,9.0,0.0,shot error,100.0,0.0,1942,2,15,6,46
575,1942-02-20,,"Off Belmont, Brisbane, Australia",Qantas,,,deHavilland DH-86,VH-USE,2309,9.0,9.0,0.0,crashed shortly takeoff losing control low clouds,100.0,0.0,1942,2,20,4,51
576,1942-02-28,,Indian Ocean,British Overseas Airways,,,Short S-23 (flying boat),G-AETZ,S-842,20.0,20.0,0.0,shot japanese military aircraft,100.0,0.0,1942,2,28,5,59
577,1942-03-03,,"Off Broome, Australia",Military - U.S. Army Air Force,,,Consolidated B-24 Liberator,40-2370,,33.0,19.0,0.0,nan,57.57575757575758,14.0,1942,3,3,1,62
578,1942-03-03,,"Wyndham, Australia",KNILM,,,Douglas DC-3,PK-AFV,1965,12.0,8.0,0.0,shot japanese military aircraft,66.66666666666666,4.0,1942,3,3,1,62
579,1943-08-27,,North Sea,Aktiebolaget Aerotransport,,,Douglas DC-3,SE-BAF,2133,7.0,7.0,0.0,shot german military aircraft,100.0,0.0,1943,8,27,4,239
580,1942-03-14,22:15,"Kunming, China",China National Aviation Corporation,,,Douglas DC-2-221,31,1567,17.0,13.0,0.0,crashed 2 km kunming airdome shortly takeoff possible causes include engine failure overloading sabotage temporary blinding bright light,76.47058823529412,4.0,1942,3,14,5,73
581,1942-04-21,21:27,"Pine Creek, Australia",Guinea Airways Limited,,Brisbane - Bachelor Field,Lockheed 14 Electra,VH-ADY,,12.0,12.0,0.0,nan,100.0,0.0,1942,4,21,1,111
582,1942-05-01,23:00,"Salt Lake City, Utah",United Air Lines,4,San Francisco - New York City,Douglas DST-A-207A,NC18146,1978,17.0,17.0,0.0,taking salt lake aircraft proceeded wrong direction crashed side hill 3 8 miles northeast salt lake city airport point impact elevation 5 053 feet sea level 830 feet airport deviation proper course reasons undetermined,100.0,0.0,1942,5,1,4,121
583,1942-05-12,11:51,"Miles City, Montana",Northwest Orient Airlines,1,Chicago - Seattle,Douglas DC-3-A-269,NC 21714,2129,14.0,3.0,0.0,plane hit obstruction end runway overran runway boundry crashed failure captain complete landing run time avoid obstruction end runway reasons undetermined action attempting take striking obstruction,21.428571428571427,11.0,1942,5,12,1,132
584,1942-07-01,12:00,"Near Premier, West Virginia",Military - U.S. Army Air Forces,,"Battle Creek - Florence, SC",Douglas C-49E,42-56093,1976,21.0,21.0,0.0,flew thunderstorm observed near vertical dive crashing ground icing possible overloading,100.0,0.0,1942,7,1,2,182
585,1942-07-07,,"Off Broken Head, Australia",Military - Royal Australian Air Force,,,Lockheed Hudson,A16-198,,10.0,10.0,0.0,nan,100.0,0.0,1942,7,7,1,188
586,1942-07-20,,"Llanfair, England",Military - Royal Air Force,,,Lockheed Hudson,N7253,,13.0,13.0,0.0,nan,100.0,0.0,1942,7,20,0,201
587,1942-08-13,,"Algiers, Algeria",Air France,,,Liore et Olivier H-246 Air Boat,F-AREJ,403,13.0,4.0,0.0,attacked royal air force fighters crashed water attempting land,30.76923076923077,9.0,1942,8,13,3,225
588,1942-08-21,,,Deutsche Lufthansa,,,Siebel Si-204,,,4.0,4.0,0.0,lufthansa chairman von gablenz killed,100.0,0.0,1942,8,21,4,233
589,1942-08-22,,Trinidad,KLM Royal Dutch Airlines,,,Lockheed 14 Electra,PH-AIP,,13.0,13.0,0.0,nan,100.0,0.0,1942,8,22,5,234
590,1942-08-23,,"Invergordon, England",Military - Royal Air Force,,,Short Sunderland,W4026,,14.0,13.0,0.0,nan,92.85714285714286,1.0,1942,8,23,6,235
591,1942-08-25,14:00,"Near Dunbeath, Scotland",Military - Royal Air Force,,,Short Sunderland (flying boat),W4026,,14.0,13.0,0.0,plane crashed flight iceland wwii aircraft part 228th squadron raf plane hit high ground eagle rock scottish highlands poor visibility possible navigational error exact cause unknown prince george duke kent among dead,92.85714285714286,1.0,1942,8,25,1,237
592,1942-09-27,,"Ameur el Ain, Algeria",Air France,,,Dewoitine D-342,F-ARIZ,01,25.0,25.0,0.0,crashed takeoff,100.0,0.0,1942,9,27,6,270
593,1942-10-01,,"Kunming, China",China National Aviation Corporation,,,Douglas C-47,69,,13.0,11.0,0.0,crashed attempting land losing oil pressure one engine,,2.0,1942,10,1,3,274
594,1942-10-01,09:30,"Near Coamo, Puerto Rico",Military - U.S. Army Air Forces,,Caomo - San Juan,Douglas C-39-DO  (DC-2),38-524,2081,22.0,22.0,0.0,aircraft made wide descending turn engines running roughly crashed hill,100.0,0.0,1942,10,1,3,274
595,1942-10-03,19:05,"Botwood, Newfoundland",American Export Airlines,71,"New York - Botwood - Foynes, Ireland",Sirkorsky 44A (flying boat),NC41880,4401,37.0,11.0,0.0,attempting takeoff aircraft porpoised attained height 35 ft crashed water broke inadvertent actuation wing flaps full 35 degrees position take run thereby rendering aircraft excessively nose heavy uncontrollable,29.72972972972973,26.0,1942,10,3,5,276
596,1942-10-22,,,Deutsche Lufthansa,7208,,Junkers JU-52/3m,D-AYGX,7208,17.0,17.0,0.0,nan,100.0,0.0,1942,10,22,3,295
597,1942-10-23,17:15,"Palm Springs, California",American Airlines / Military - USAF,28,Palm Springs - New York City,Douglas DC-3 / Boeing B-34,NC16017,1555,13.0,12.0,0.0,midair collision army bomber airliner chino canyon near palm springs 9 000 feet destroying rudder dc 3 12 aboard dc 3 killed boeing b 34 landed safely minor damage reckless irresponsible conduct bomber pilot william wilson deliberately maneuvering bomber dangerous proximity airliner unjustifiable attempt attract attention first officer friend aboard airliner composer song writer ralph rainger 41 killed,92.3076923076923,1.0,1942,10,23,4,296
598,1942-10-30,,Norway,Military - Royal Air Force,,,Handley Page HP-57 Halifax,W7773,,10.0,10.0,0.0,nan,100.0,0.0,1942,10,30,4,303
599,1942-12-15,01:22,"Fairfield, Utah",Western Airlines,13,Salt Lake - Las Vegas - Burbank,Douglas DC-3A,NC16060,1900,19.0,17.0,0.0,crashed performing violent maneuver failure left possibly wing tips horizontal tail surfaces result sever pull caused unusual abnormally high air loads reason pull maneuver determined,89.47368421052632,2.0,1942,12,15,1,349
600,1942-12-19,,"Wien, Vienna",DLL,,,Junkers JU-52/3m,OY-DAL,5610,16.0,2.0,0.0,nan,12.5,14.0,1942,12,19,5,353
601,1943-01-09,,"River Tagus, Lisbon, Portugal",British Overseas Airways,,,Short S-26 (flying boat),G-AFCK,S-873,13.0,13.0,0.0,nan,100.0,0.0,1943,1,9,5,9
602,1943-01-15,,"Near Paramarino, Dutch Guyana",Military - U.S. Army Air Forces,,,Douglas C-54A,42-32939,,35.0,35.0,0.0,crashed along coast south american en route africa,100.0,0.0,1943,1,15,4,15
603,1943-01-18,23:00,"Off the Brazilian coast,  AtlantiOcean",Military - U.S. Army Air Forces,,"Accra, Ghana - Natal, Brazil",Consolidated C-87,41-1708,,26.0,26.0,0.0,disappeared en route never found,100.0,0.0,1943,1,18,0,18
604,1943-01-21,07:30,"Ukiah, California",Pan American World Airways,V-1104,Hawaii - San Francisco,Martin M-130 (flying boat),NC14715,557,19.0,19.0,0.0,flew 2 500 ft mountain circling bad weather unable land darkness deciding whether divert san diego clipped trees struck ground broke failure captain determine position accurately descending dangerously low altitude extremely poor weather conditions hours darkness aircraft named philippine clipper,100.0,0.0,1943,1,21,3,21
605,1943-01-22,15:15,"Near Chaparra, Peru",Pan American Grace Airlines,9,"Santiago, Chili - Arequipa, Peru - Lima, Peru",Douglas DC-3A,NC33645,4124,15.0,14.0,0.0,aircraft crashed mt chaparra andes mountains en route action pilot continuing flight instruments overcast contrary company flight procedure according evidence pilot aware,93.33333333333331,1.0,1943,1,22,4,22
606,1943-02-09,,"Near Gander, Newfoundland",British Overseas Airways,,,Consolidated 32-3 Liberator II,AL-591,,21.0,19.0,0.0,ran fuel,90.47619047619048,2.0,1943,2,9,1,40
607,1943-02-18,12:30,"Seattle, Washington",Private - Boeing Aircraft Company,,Test flight,Boeing XB-29,41-3,,10.0,10.0,20.0,lost altitude struck power lines crashed packing house encountering engine fire test flight,100.0,0.0,1943,2,18,3,49
608,1943-02-22,06:47,"Lisbon, Portugal",Pan American World Airways,9035,New York City - Lisbon,Boeing B-314 (flying boat),NC18603,1990,39.0,25.0,0.0,crashed targus river poor weather attempting land inadvertent contact left wing tip aircraft water making descending turn preparatory landing aircraft named yankee clipper novelist ben robertson singer actress tamara drasin 34 among killed actress jane froman seriously injured,64.1025641025641,14.0,1943,2,22,0,53
609,1943-03-11,,"Luishui, China",China National Aviation Corporation,,Kunming - Assam,Douglas C-53,53,,3.0,3.0,0.0,cargo plane caught downdraft mountain pass en route crashed,100.0,0.0,1943,3,11,3,70
610,1943-03-13,,"Himalaya, China",China National Aviation Corporation,,Kunming - Dinjan,Douglas C-53,49,,3.0,3.0,0.0,disappeared himalayas,100.0,0.0,1943,3,13,5,72
611,1943-03-27,05:15,"Archerfield Aerodrome, Queensland, Australia",Military - Royal Australian Air Force,,,Douglas C-47-DL,A65-2,6149,24.0,24.0,0.0,aircraft taking darkness poor visibility crashed heavy timber caught fire,100.0,0.0,1943,3,27,5,86
612,1943-04-22,,"Off Port Moresby, New Guinea",Qantas,,,Short S-23,VH-ADU,S-844,13.0,13.0,0.0,stalled crashed poor weather water emergency landing open sea broke heavy seas,100.0,0.0,1943,4,22,3,112
613,1943-06-01,11:00,Off the coast of France,British Overseas Airways,2L272,Lisbon - London,Douglas DC-3,G-AGBB,1590,17.0,17.0,0.0,shot german air force bay biscay last message received plane attacked enemy aircraft aircraft dutch crew british actor leslie howard 42 killed,100.0,0.0,1943,6,1,1,152
